,0
2742737,False
2760925,False
2771451,False
2782209,False
2783345,False
2794023,False
2797217,False
2799076,False
2802160,False
2814003,False
2817543,False
2824783,False
2825088,False
2830183,False
2831567,False
2832460,False
2833073,False
2838476,False
2839858,False
2840219,False
2840553,False
2846764,False
2847199,False
2847603,False
2848063,False
2851738,False
2852274,False
2854000,False
2857143,False
2866083,False
2868276,False
2868714,False
2871542,False
2872584,False
2873491,False
2874224,False
2875758,False
2876753,False
2879904,False
2883285,False
2884070,False
2887729,False
2887943,False
2890437,False
2891205,False
2891719,False
2899336,False
2900428,False
2901823,False
2902319,False
2902671,False
2904023,False
2911919,False
2917203,False
2917783,False
2928203,False
2929114,False
2931527,False
2937163,False
2937457,False
2938665,False
2941603,False
2946363,False
2952306,False
2953434,False
2955625,False
2956643,False
2958289,False
2959106,False
2959723,False
2961386,False
2966696,False
2966701,False
2967618,False
2967994,False
2968803,False
2970345,False
2976090,False
2976919,False
2984277,False
2985791,False
2992191,False
2997110,False
2998479,False
2998842,False
3004257,False
3006624,False
3006903,False
3008423,False
3019065,False
3019503,False
3020566,False
3022008,False
3024669,False
3026543,False
3027880,False
3030743,False
3074788,False
3076709,False
3076883,False
3084709,False
3085645,False
3086223,False
3087387,False
3087612,False
3088519,False
3095793,False
3097714,False
3100699,False
3101255,False
3103213,False
3107031,False
3113605,False
3115575,False
3116141,False
3119614,False
3123689,False
3124011,False
3130787,False
3132548,False
3135870,False
3142055,False
3143683,False
3148308,False
3149735,False
3151204,False
3153211,False
3166820,False
3167203,False
3168727,False
3169120,False
3169326,False
3172017,False
3174008,False
3178187,False
3178568,False
3179947,False
3184036,False
3188265,False
3197502,False
3200492,False
3207862,False
3218827,False
3219826,False
3225456,False
3232189,False
3234466,False
3237542,False
3238727,False
3248466,False
3256221,False
3257628,False
3257848,False
3258671,False
3262171,False
3264192,False
3265011,False
3280093,False
3282104,False
3286102,False
3288710,False
3289530,False
3290567,False
3292122,False
3292457,False
3298841,False
3301142,False
3303053,False
3305073,False
3306586,False
3307452,False
3309306,False
3311607,False
3319822,False
3320493,False
3322058,False
3326569,False
3327777,False
3330161,False
3332479,False
3334456,False
3334996,False
3356696,False
3359665,False
3371671,False
3372409,False
3376725,False
3378302,False
3382109,False
3383684,False
3387527,False
3388444,False
3388781,False
3396308,False
3396537,False
3399381,False
3399416,False
3401947,False
3407261,False
3407887,False
3410972,False
3415302,False
3415876,False
3423564,False
3429163,False
3429524,False
3429856,False
3430762,False
3438592,False
3438908,False
3439233,False
3443689,False
3445877,False
3449448,False
3451503,False
3452185,False
3452584,False
3453014,False
3456494,False
3457452,False
3457575,False
3458528,False
3459618,False
3460499,False
3462821,False
3464965,False
3465207,False
3467305,False
3469330,False
3479896,False
3483673,False
3486557,False
3487733,False
3488197,False
3493361,False
3494154,False
3499242,False
3500950,False
3506166,False
3508609,False
3508962,False
3519182,False
3529170,False
3531457,False
3533366,False
3537750,False
3538577,False
3542272,False
3559653,False
3564895,False
3566460,False
3582795,False
3582804,False
3588647,False
3594775,False
3596349,False
3597184,False
3598533,False
3601105,False
3604677,False
3606917,False
3606967,False
3608589,False
3611865,False
3613048,False
3619782,False
3620200,False
3621629,False
3622039,False
3624878,False
3626809,False
3628077,False
3633953,False
3637906,False
3642802,False
3644413,False
3645961,False
3648178,False
3649001,False
3649878,False
3651397,False
3683339,False
3684042,False
3685684,False
3686476,False
3690553,False
3692431,False
3693886,False
3704488,False
3707973,False
3709450,False
3715655,False
3718043,False
3719678,False
3720299,False
3721542,False
3723337,False
3725165,False
3727018,False
3728500,False
3732904,False
3734326,False
3736131,False
3736900,False
3741124,False
3744251,False
3744998,False
3745805,False
3746510,False
3747637,False
3748812,False
3753442,False
3754056,False
3754714,False
3755625,False
3759564,False
3768744,False
3790242,False
3803603,False
3804794,False
3820370,False
3833062,False
3833827,False
3834561,False
3837125,False
3837737,False
3838356,False
3850331,False
3851157,False
3851782,False
3852444,False
3853149,False
3854674,False
3859670,False
3862810,False
3865040,False
3866152,False
3867254,False
3877877,False
3886319,False
3886793,False
3888328,False
3905172,False
3906593,False
3912651,False
3917650,False
3930617,False
3933818,False
3934376,False
3936846,False
3944991,False
3946917,False
3956795,False
3959188,False
3961131,False
3971688,False
3983056,False
3985429,False
3987090,False
3989495,False
3990464,False
3995764,False
3996339,False
3998742,False
3999520,False
4000849,False
4002474,False
4018622,False
4022302,False
4023204,False
4024862,False
4029139,False
4049993,False
4053702,False
4054927,False
4059516,False
4059770,False
4060600,False
4062624,False
4064822,False
4074896,False
4082292,False
4088369,False
4089231,False
4095381,False
4106295,False
4106740,False
4108657,False
4119215,False
4121217,False
4122485,False
4123895,False
4126409,False
4131861,False
4136476,False
4154353,False
4155126,False
4179549,False
4181492,False
4182708,False
4184598,False
4185583,False
4187307,False
4189633,False
4190319,False
4192414,False
4195381,False
4235729,False
4239070,False
4242727,False
4257337,False
4273727,False
4290084,False
4292909,False
4295300,False
4296905,False
4300694,False
4302151,False
4305354,False
4308848,False
4312693,False
4314099,False
4315761,False
4317392,False
4317771,False
4320126,False
4320987,False
4321601,False
4322716,False
4336128,False
4336913,False
4337049,False
4340127,False
4343199,False
4372428,False
4375473,False
4376052,False
4393000,False
4397208,False
4457188,False
4472713,False
4474902,False
4478451,False
4480821,False
4482675,False
4485682,False
4493747,False
4495310,False
4499247,False
4506906,False
4517870,False
4518489,False
