,0
3364103,False
3395763,False
3398124,False
3406163,False
3407629,False
3414969,False
3415943,True
3424995,False
3427711,False
3431247,False
3435055,False
3436563,False
3436986,False
3439303,False
3441204,False
3442235,False
3445023,False
3448516,False
3450321,False
3450810,True
3453486,False
3453943,True
3454963,False
3455394,False
3458663,False
3462724,False
3464870,False
3465697,False
3466709,False
3472668,False
3486500,False
3490484,False
3492143,False
3502222,False
3504245,False
3506645,False
3507637,False
3508379,True
3509444,False
3510903,False
3511988,False
3514757,False
3519643,False
3530626,False
3542183,False
3550046,False
3553172,False
3554195,False
3555963,False
3561014,False
3563152,True
3564843,False
3565523,True
3569051,False
3579547,False
3585493,False
3587092,False
3589696,True
3590695,False
3593194,False
3613817,False
3614350,True
3615372,False
3617703,False
3618270,False
3620744,False
3621780,False
3627403,False
3630623,False
3634049,False
3634443,False
3634775,False
3635905,False
3636123,False
3638948,False
3639362,False
3640215,False
3640683,False
3645266,False
3647265,False
3647284,False
3649342,False
3652884,False
3653283,False
3653710,False
3657681,False
3657980,False
3658387,False
3663865,True
3673477,False
3676707,False
3682389,False
3682830,False
3687963,False
3689558,False
3690929,True
3695023,False
3702003,False
3705608,False
3713192,False
3719473,True
3727566,False
3774043,False
3780299,False
3791537,False
3794788,False
3798104,False
3804756,False
3807446,False
3826428,False
3828607,False
3832835,False
3833619,False
3843230,False
3850550,False
3854588,False
3864334,False
3864970,False
3866724,True
3867407,False
3873589,False
3876223,True
3879296,False
3880829,False
3882484,False
3883159,True
3884390,False
3890196,False
3890269,False
3892486,False
3893215,False
3893423,False
3895387,False
3896630,False
3909603,False
3914623,False
3916426,False
3927624,False
3932530,False
3934922,False
3939690,False
3943340,False
3953611,False
3959398,False
3960047,True
3961240,False
3966908,False
3966927,False
3967739,False
3975173,False
3988064,False
4004624,False
4005071,False
4009123,False
4010763,True
4012060,False
4012132,False
4018534,False
4020143,False
4020737,True
4027268,False
4028526,False
4029095,False
4029406,False
4034837,True
4037002,False
4044667,False
4045203,False
4052563,False
4057755,False
4059845,False
4060832,False
4065351,False
4071063,False
4074343,False
4077555,False
4078543,False
4097163,False
4101627,False
4102350,False
4103373,False
4105164,False
4119369,False
4122104,False
4123120,False
4125133,False
4126489,False
4128117,False
4128135,False
4132423,False
4139863,False
4142603,False
4144964,False
4145890,False
4146901,False
4150703,False
4152499,False
4152542,False
4155771,False
4157527,False
4160044,False
4170847,False
4171558,False
4172924,False
4176466,False
4182988,False
4184521,False
4192582,False
4195110,False
4197174,False
4197976,False
4199882,False
4201883,False
4204547,False
4209376,False
4209846,False
4210224,False
4210673,False
4215170,False
4216603,True
4218818,False
4220485,False
4221459,False
4221884,False
4225147,False
4226776,False
4229101,False
4231533,False
4235711,False
4259970,False
4263007,False
4270147,False
4279696,True
4283218,False
4283835,False
4291555,False
4291981,False
4293305,False
4300565,False
4324772,False
4333163,False
4334151,False
4337635,False
4347559,False
